XOM,2006,1,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/496.html
WMT,2006,2,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1551.html
GM,2006,3,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/563.html
CVX,2006,4,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/290.html
F,2006,5,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/529.html
COP,2006,6,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1050.html
GE,2006,7,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/561.html
C,2006,8,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/309.html
AIG,2006,9,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/88.html
IBM,2006,10,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/676.html
HPQ,2006,11,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/625.html
BAC,2006,12,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/164.html
BRKA,2006,13,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/194.html
HD,2006,14,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1366.html
VLO,2006,15,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1521.html
MCK,2006,16,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/850.html
JPM,2006,17,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1871.html
VZ,2006,18,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1525.html
CAH,2006,19,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/257.html
MO,2006,20,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1047.html
KR,2006,21,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1370.html
"--State Farm Insurance Cos",2006,22,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1270.html
MRO,2006,23,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1518.html
PG,2006,24,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1389.html
DELL,2006,25,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/406.html
BA,2006,26,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1344.html
ABC,2006,27,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/95.html
COST,2006,28,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/371.html
TGT,2006,29,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1310.html
MS,2006,30,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/905.html
PFE,2006,31,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1042.html
JNJ,2006,32,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/716.html
SHLD,2006,33,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/749.html
MER,2006,34,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/865.html
MET,2006,35,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1886.html
DOW,2006,36,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1357.html
UNH,2006,37,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1499.html
WLP,2006,38,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/111.html
T,2006,39,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1182.html
TWX,2006,40,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1619.html
GS,2006,41,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/575.html
LOW,2006,42,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/804.html
UTX,2006,43,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1498.html
UPS,2006,44,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1493.html
WAG,2006,45,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1549.html
WFC,2006,46,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1561.html
ABS,2006,47,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/50.html
MSFT,2006,48,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/879.html
INTC,2006,49,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/672.html
SWY,2006,50,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1165.html
MHS,2006,51,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/3774.html
LMT,2006,52,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/799.html
CVS,2006,53,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/387.html
MOT,2006,54,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/907.html
CAT,2006,55,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/265.html
ADM,2006,56,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/120.html
WB,2006,57,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/513.html
ALL,2006,58,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1336.html
S,2006,59,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1258.html
CMX,2006,60,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/258.html
PEP,2006,61,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1033.html
LEH,2006,62,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/780.html
DIS,2006,63,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1416.html
PRU,2006,64,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1893.html
PAA,2006,65,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/2179.html
SUN,2006,66,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1294.html
NOC,2006,67,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/965.html
SYY,2006,68,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1303.html
AXP,2006,69,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/80.html
FDX,2006,70,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/502.html
HON,2006,71,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/634.html
IM,2006,72,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/668.html
DD,2006,73,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/451.html
"--New York Life Insurance",2006,74,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/937.html
JCI,2006,75,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/717.html
BBY,2006,76,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/196.html
DPHIQ,2006,77,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1783.html
HIG,2006,78,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/610.html
AA,2006,79,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/52.html
TSN,2006,80,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1465.html
TCLOX,2006,81,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1312.html
IP,2006,82,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/680.html
CSCO,2006,83,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/307.html
HCA,2006,84,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1636.html
STA,2006,85,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1402.html
NWS,2006,86,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1381.html
FD,2006,87,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/501.html
AHC,2006,88,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/70.html
KO,2006,89,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1351.html
WY,2006,90,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1571.html
AET,2006,91,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1752.html
"--Mass. Mutual Life Ins.",2006,92,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/839.html
ABT,2006,93,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/10.html
CMCSK,2006,94,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/329.html
MRK,2006,95,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/858.html
DE,2006,96,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/402.html
RTN,2006,97,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1109.html
NWMAX,2006,98,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/925.html
WM,2006,99,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1554.html
GD,2006,100,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/560.html
MMM,2006,101,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/2284.html
"--Liberty Mutual Ins. Group",2006,102,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/790.html
HAL,2006,103,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/600.html
PUSH,2006,104,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1092.html
AMR,2006,105,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/104.html
BLS,2006,106,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/191.html
TECD,2006,107,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/1313.html
EDS,2006,108,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/466.html
MCD,2006,109,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/848.html
BMY,2006,110,http://money.cnn.com/magazines/fortune/fortune500/2006/snapshots/221.html
